Unnamed: 0.1,Unnamed: 0,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
662,744,Asus,Chromebook Cx1400Fka-Ec0158 Laptop,27990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",4Gb,Lpddr4X,64Gb,Ssd,Intel Integrated Uhd,14.0,1920,1080,Chrome Os,1
663,745,Asus,Chromebook Cx1400Cka-Ek0335 Laptop,14990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",4Gb,Lpddr4X,128Gb,Ssd,Intel Integrated Uhd,14.0,1920,1080,Chrome Os,1
664,746,Asus,Chromebook Cx1500Cka-Ej0241 Laptop,22990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",4Gb,Lpddr4X,64Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Chrome Os,1
665,747,Asus,Chromebook Cx1500Cka-Ej0277 Laptop,23990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",4Gb,Lpddr4X,128Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Chrome Os,1
666,748,Hp,250 G9 7M659Pa Laptop,42900,62.0,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated,15.6,1366,768,Windows 11 Os,1
667,749,Gigabyte,G6 Kf Gaming Laptop,130000,71.0,13Th Gen Intel Core I7 13620H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,1920,1200,Windows 11 Os,0
668,750,Gigabyte,G5 Kf-E3In313Sh Laptop,94990,73.0,12Th Gen Intel Core I5 12500H,"12 Cores (4P + 8E), 16 Threads",8Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,15.6,1920,1080,Windows 11 Os,2
669,751,Lenovo,Thinkbook 15 G3 Acl 21A4003Kus Laptop,57990,60.0,5Th Gen Amd Ryzen 7  5700U,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Amd,15.6,1920,1080,Windows 11 Os,1
670,752,Asus,Vivobook 16X K3605Zu-Mbn742Ws Laptop,104222,72.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.0,1920,1200,Windows 11 Os,1
671,753,Fujitsu,Uh-X ‎4Zr1M37246 Laptop,69990,65.0,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,2
672,754,Lenovo,Ideapad Slim 5 82Xe0072In Laptop,63990,69.0,7Th Gen Amd Ryzen 7 7730U,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Integrated Soc,14.0,1920,1200,Windows 11 Os,1
673,755,Lenovo,Ideapad Slim 3 82Xq008Uin Laptop,48990,69.32352941,7Th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8Gb,Lpddr5,512Gb,Ssd,Amd Radeon 610M Graphics,15.6,1920,1080,Windows 11 Os,1
674,756,Lenovo,V15 G3 Iap 82Tt004Vih Laptop,46990,69.32352941,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Dos Os,1
675,757,Hp,Victus 15-Fb1015Ax Gaming Laptop,55990,69.0,7Th Gen Amd Ryzen 5 7535Hs,"Hexa Core, 12 Threads",8Gb,Ddr5,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
676,758,Asus,Vivobook 16X K3605Zc-Mbn542Ws Laptop,66990,65.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,16.0,1920,1200,Windows 11 Os,1
677,759,Asus,Vivobook 16X K3605Zu-Mbn541Ws Laptop,89990,70.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.0,1920,1200,Windows 11 Os,1
678,760,Msi,Thin Gf63 11Uc-1291In Gaming Laptop,62990,71.0,11Th Gen Intel Core I5 11400H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,2
679,761,Msi,Katana 15 B12Udxk-1004In Gaming Laptop,85990,76.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,2
680,762,Lenovo,Thinkpad E15 21E6S0W700 Laptop,47100,65.0,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
681,763,Lenovo,Yoga 7 82Ym004Uin Laptop,91990,76.0,7Th Gen Amd Ryzen 7 7735U,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,Amd Radeon Graphics,14.0,2880,1800,Windows 11 Os,1
682,764,Asus,Vivobook Pro 15 Oled M6500Qc-Lk541Ws Laptop,67990,62.0,5Th Gen Amd Ryzen 5 5600H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050 Gpu,15.6,1920,1080,Windows 11 Os,1
683,765,Acer,Tmp214-41-G3 Un.Vsqsi.007 Notebook,39990,63.0,5Th Gen Amd Ryzen 5 5500U,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Amd,14.0,1366,768,Windows 11 Os,1
684,766,Acer,Tmp214-41-G3 Un.Vsqsi.006 Notebook,36990,60.0,5Th Gen Amd Ryzen 5 5500U,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Amd,14.0,1366,768,Windows 11 Os,1
685,767,Asus,Vivobook Go 14 2023 E1404Fa-Nk327Ws Laptop,33990,69.32352941,7Th Gen Amd Ryzen 3 7320U,"Quad Core, 8 Threads",8Gb,Lpddr5,512Gb,Ssd,Amd Radeon Amd,14.0,1920,1080,Windows 11 Os,1
686,768,Lenovo,V14 82Kaa055Ih Laptop,43800,69.32352941,11Th Gen Intel Core I5 1135G7,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,14.0,1366,768,Dos Os,1
687,769,Hp,Omen 16-Xf0043Ax Gaming Laptop,179490,78.0,7Th Gen Amd Ryzen 9 7940Hs,"Octa Core, 16 Threads",32Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4070,16.1,2560,1440,Windows 11 Os,1
688,770,Gigabyte,Aero 14 Oled Bmf Laptop,164990,70.0,13Th Gen Intel Core I7 13700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Lpddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 4050,14.0,2880,1800,Windows 11 Os,2
689,771,Dell,Inspiron 5430 In54308Dxwp001Ors1 Laptop,84990,69.32352941,13Th Gen Intel Core I7 1355U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,1Tb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,1
690,772,Fujitsu,Uh-X ‎4Zr1L73352 2-In-1 Laptop,104990,76.0,13Th Gen Intel Core I7 1360P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,1Tb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,2
691,773,Asus,Tuf Gaming F15 Fx506Hf-Hn076W Gaming Laptop,57990,69.0,11Th Gen Intel Core I5 11260H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
692,774,Hp,Victus 15-Fb1018Ax Gaming Laptop,58990,63.0,7Th Gen Amd Ryzen 5 7535Hs,"Hexa Core, 12 Threads",8Gb,Ddr5,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
693,775,Dell,Alienware X15 R2 D569947Win9 Gaming Laptop,304990,78.0,12Th Gen Intel Core I9 12900H,"14 Cores (6P + 8E), 20 Threads",32Gb,Lpddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 3070 Ti,15.6,1920,1080,Windows 11 Os,1
694,776,Asus,Vivobook Go 14 2023 E1404Fa-Nk325Ws Laptop,33990,69.32352941,7Th Gen Amd Ryzen 3 7320U,"Quad Core, 8 Threads",8Gb,Lpddr5,512Gb,Ssd,Amd Radeon Amd,14.0,1920,1080,Windows 11 Os,1
695,777,Ultimus,Elite Nu14U3Inf56Bn-Cs Laptop,28990,69.32352941,10Th Gen Intel Core I5 1035G4,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Iris,14.1,1920,1080,Windows 11 Os,1
696,778,Acer,Aspire 3 Spin 14 Nx.Kensi.002 Laptop,39900,69.32352941,Intel Core I3 N305,"Octa Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,14.0,1920,1200,Windows 11 Os,1
697,779,Lenovo,Ideapad 3 15Itl6 82H803Gsin Laptop,36490,60.0,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
699,781,Lenovo,Ideapad Slim 5I 82Xd0040In Laptop,87490,62.0,13Th Gen Intel Core I7 13620H,"10 Cores (6P + 4E), 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Integrated Uhd,14.0,1920,1200,Windows 11 Os,1
700,782,Dell,Inspiron 3530 2023 Laptop,44990,69.32352941,13Th Gen Intel Core I3 1305U,"5 Cores (1P + 4E), 6 Threads",8Gb,Ddr4,1Tb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
701,783,Lenovo,Yoga 7 Flip 82Yl005Yin Laptop,107990,75.0,13Th Gen Intel Core I7 1360P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,2880,1800,Windows 11 Os,1
702,784,Dell,Inspiron 3535 2023 Laptop,46900,69.32352941,7Th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8Gb,Lpddr5,1Tb,Ssd,Amd Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
703,785,Dell,Inspiron 13 5330 Laptop,98890,63.0,13Th Gen Intel Core I7 1360P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,1Tb,Ssd,Intel Iris Xe Graphics,13.3,2560,1600,Windows 11 Os,1
704,786,Dell,Inspiron 7430 2023 2 In 1 Laptop,76990,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",8Gb,Lpddr5,1Tb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,1
705,787,Dell,Inspiron 5330 2023 Laptop,86990,62.0,13Th Gen Intel Core I5 1340P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,1Tb,Ssd,Intel Iris Xe Graphics,13.3,2560,1600,Windows 11 Os,1
706,788,Dell,Inspiron 7430 2 In 1 Touch Laptop,86990,60.0,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,1Tb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,1
707,789,Dell,Vostro 3430 Vn3430Rhxfg001Orb1 Laptop,58490,63.0,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,1
708,790,Hp,Victus 15-Fb0142Ax Gaming Laptop,69199,71.0,5Th Gen Amd Ryzen 5 5600H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
709,791,Msi,Thin Gf63 11Sc-1494In Gaming Laptop,45990,65.0,11Th Gen Intel Core I5 11260H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,15.6,1920,1080,Windows 11 Os,2
710,792,Msi,Thin Gf63 12Vf-663In Gaming Laptop,94990,77.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,15.6,1920,1080,Windows 11 Os,2
711,793,Msi,Katana 17 B12Vfk-668In Gaming Laptop,97990,77.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",8Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,17.3,1920,1080,Windows 11 Os,2
712,794,Msi,Pulse 17 B13Vgk-652In Gaming Laptop,179990,83.0,13Th Gen Intel Core I9 13900H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4070,17.3,1920,1080,Windows 11 Os,2
713,795,Msi,Pulse 17 B13Vgk-666In Gaming Laptop,125990,76.0,13Th Gen Intel Core I7 13700H,"14 Cores (6P + 8E), 20 Threads",8Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,17.3,2560,1440,Windows 11 Os,2
714,797,Hp,Victus  15-Fa1060Tx  Gaming Laptop,116463,71.0,13Th Gen Intel Core I5 13500H,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
715,798,Hp,Victus 15-Fa1064Tx Gaming Laptop,109990,72.0,13Th Gen Intel Core I7 13700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr4,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
716,799,Hp,Omen 16-Wf0052Tx Gaming Laptop,153625,75.0,13Th Gen Intel Core I5 13500Hx,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.1,1920,1080,Windows 11 Os,1
717,800,Hp,Omen 16-U0023Tx Gaming Laptop,270129,86.0,13Th Gen Intel Core I9 13900Hx,"24 Cores (8P + 16E), 32 Threads",32Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4070,16.1,2560,1600,Windows 11 Os,1
718,801,Gigabyte,Aorus 15 9Sf Gaming Laptop,149990,83.0,12Th Gen Intel Core I5 12500H,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4070,15.6,2560,1440,Windows 11  Os,2
719,802,Lenovo,Ideapad Slim 5 82Xe004Rin Laptop,58990,64.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Integrated Soc,14.0,1920,1200,Windows 11 Os,1
720,803,Hp,Envy X360 13-Bf0141Tu Laptop,107190,67.0,12Th Gen Intel Core I7 1250U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr4X,512Gb,Ssd,Intel Integrated Iris Xe,13.3,2880,1800,Windows 11 Os,1
721,804,Chuwi,Corebook X Pro Laptop,32999,69.32352941,10Th Gen Intel Core I5 10210U,"Quad Core, 8 Threads",16Gb,Lpddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
723,806,Hp,Omen 16-Wd0770Tx Gaming Laptop,102090,72.0,13Th Gen Intel Core I5 13420H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.1,1920,1080,Windows 11 Os,1
724,807,Hp,Dragonfly G4 Laptop,231746,71.0,13Th Gen Intel Core I7 1365U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,13.5,1920,1280,Windows 11 Os,1
725,808,Asus,Vivobook 16X 2023 K3605Zc-Mbn741Ws Laptop,81990,72.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,16.0,1920,1200,Windows 11 Os,1
726,809,Dell,Inspiron 3520 In3520Ktmfj001Ors1 Laptop,36890,69.32352941,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
727,811,Lenovo,Loq 15Irh8 82Xv00F6In 2023 Gaming Laptop,87990,71.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
728,812,Hp,Pavilion X360 14-Ek1074Tu Laptop,77990,67.0,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 Os,1
729,813,Gigabyte,Aorus 15 9Kf Gaming Laptop,117574,80.0,12Th Gen Intel Core I5 12500H,"12 Cores (4P + 8E), 16 Threads",8Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,15.6,1920,1080,Windows 11 Os,2
730,814,Lenovo,Loq 15Aph8 82Xt004Jin 2023 Gaming Laptop,97990,73.0,7Th Gen Amd Ryzen 7 7840Hs,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
731,815,Msi,Vector Gp68Hx 13Vh-072In Gaming Laptop,284990,89.0,13Th Gen Intel Core I9 13980Hx,"24 Cores (8P + 16E), 32 Threads",32Gb,Ddr5,1Tb,Ssd,12Gb Nvidia Geforce Rtx 4080,16.0,2560,1600,Windows 11 Os,2
732,816,Msi,Vector Gp78Hx 13Vi-409In Gaming Laptop,344990,69.32352941,13Th Gen Intel Core I9 13980Hx,"24 Cores (8P + 16E), 32 Threads",32Gb,Ddr5,2Tb,Ssd,16Gb Nvidia Geforce Rtx 4090,17.0,2560,1600,Windows 11 Os,2
733,817,Hp,Omen 16-Wf0111Tx Gaming Laptop,146599,77.0,13Th Gen Intel Core I7 13700Hx,"16 Cores (8P + 8E), 24 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.1,1920,1080,Windows 11 Os,1
734,818,Acer,Aspire 5 A515-56G Nx.At2Si.001 Laptop,44990,65.0,11Th Gen Intel Core I5 1135G7,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,2Gb Nvidia Geforce Mx450,15.6,1920,1080,Windows 11 Os,1
735,819,Lenovo,Ideapad Slim 5 Light 14Abr8 82Xs002Rin Laptop,57990,67.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,14.0,1920,1080,Windows 11 Os,1
736,820,Hp,Omen 16-Xf0059Ax Gaming Laptop,128599,73.0,7Th Gen Amd Ryzen 7 7840Hs,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,1920,1080,Windows 11 Os,1
737,821,Asus,Vivobook Go 15 E510Ma-Ej001W Laptop,21990,69.32352941,Intel Celeron  N4020,"Dual Core, 2 Threads",4Gb,Ddr4,256Gb,Ssd,Integrated Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
738,822,Hp,Omen 16-Wf0055Tx Gaming Laptop,151990,77.0,13Th Gen Intel Core I7 13700Hx,"16 Cores (8P + 8E), 24 Threads",16Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.1,1920,1080,Windows 11 Os,1
739,823,Infinix,Inbook X2 Plus Laptop,52990,62.0,11Th Gen Intel Core I7 1195G7,"Quad Core, 8 Threads",16Gb,Lpddr4X,1Tb,Ssd,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 Os,1
740,824,Lenovo,Thinkbook 14S Yoga 20Wea00Wih Laptop,119888,75.0,11Th Gen Intel Core I5 1155G7,"Quad Core, 8 Threads",16Gb,Ddr4,1Tb,Ssd,Intel Integrated,14.0,1920,1080,Windows 10 Os,1
741,825,Hp,255 G8 Laptop,22990,69.32352941,3Rd Gen Amd Athlon  3050U,"Dual Core, 2 Threads",4Gb,Ddr4,256Gb,Ssd,Amd Integrated,15.6,1920,1080,Windows 11 Os,1
742,826,Lenovo,Yoga 6 83B2006Bin Laptop,76888,67.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",16Gb,Lpddr4X,512Gb,Ssd,Amd Radeon Graphics,13.3,1920,1200,Windows 11 Os,1
743,827,Dell,Xps 15 9530 Laptop,256990,85.0,13Th Gen Intel Core I7 13700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr5,1Tb,Ssd,6Gb Nvidia Rtx 4050,15.6,3456,2160,Windows 11 Os,1
744,828,Dell,Inspiron 5330 Laptop,83090,60.0,13Th Gen Intel Core I5 1340P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,13.3,2560,1600,Windows 11 Os,1
745,829,Dell,Inspiron 5518 D560667Win9S Laptop,67999,65.0,11Th Gen Intel Core I5 11320H,"Quad Core, 8 Threads",16Gb,Ddr4,512Gb,Ssd,2Gb Nvidia Geforce Mx450,15.6,1920,1080,Windows 11 Os,1
746,830,Acer,Nitro 5 An515-58 Nh.Qfhsi.007 Gaming Laptop,96256,72.0,12Th Gen Intel Core I7 12700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
747,831,Msi,Prestige 14 Evo B12M-472In Laptop,77990,63.0,12Th Gen Intel Core I5 1240P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 Os,1
749,834,Dell,Alienware X16 R1 2023 Gaming Laptop,323290,85.0,13Th Gen Intel Core I9 13900Hx,"24 Cores (8P + 16E), 32 Threads",32Gb,Ddr5,1Tb,Ssd,12Gb Nvidia Geforce Rtx 4080,16.0,3200,1800,Windows 11 Os,1
750,835,Dell,Inspiron 5425 Laptop,67990,65.0,5Th Gen Amd Ryzen 7 5825U,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Radeon,14.0,1920,1080,Windows 11 Os,1
751,836,Msi,Prestige 13 Evo B12M-085In Laptop,82990,65.0,12Th Gen Intel Core I5 1240P,"12 Cores (4P + 8E), 16 Threads",8Gb,Lpddr5,512Gb,Ssd,Intel Integrated Iris Xe,13.3,1920,1200,Windows 11 Os,2
752,837,Dell,Alienware M16 2023 Gaming Laptop,199990,80.0,7Th Gen Amd Ryzen 7 7745Hx,"Octa Core, 16 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,1920,1200,Windows 11 Os,1
753,838,Gigabyte,Aero 16 Xe5 Oled Laptop,189999,77.0,12Th Gen Intel Core I7 12700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 3070Ti,16.0,3840,2400,Windows 11  Os,2
754,839,Lenovo,Yoga 6 83B2005Tin Laptop,73990,69.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon,13.3,1920,1200,Windows 11 Os,3
755,840,Asus,Vivobook Pro 15 M6500Qc-Lk542Ws Laptop,67990,70.0,5Th Gen Amd Ryzen 5  5600H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
756,841,Asus,Rog Zephyrus G16 2023 Gu603Zu-N3023Ws Laptop,142990,82.0,12Th Gen Intel Core I7 12700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr4,1Tb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.0,2560,1600,Windows 11 Os,1
757,842,Lenovo,Ideapad Flex 5 82R900D9In Laptop,64990,72.0,5Th Gen Amd Ryzen 7 5700U,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon,14.0,1920,1200,Windows 11 Os,1
758,843,Asus,Vivobook 16X 2023 K3605Zf-Mbn741Ws Laptop,84800,75.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,16.0,1920,1200,Windows 11 Os,1
760,845,Lenovo,Ideapad Flex 5 82Xx007Kin Laptop,64990,69.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",16Gb,Lpddr4X,512Gb,Ssd,Amd Radeon Amd,14.0,1920,1200,Windows 11 Os,1
761,846,Acer,Nitro 16 ‎An16-41 Gaming Laptop,129990,80.0,7Th Gen Amd Ryzen 7 7840Hs,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,1920,1200,Windows 11 Os,1
762,847,Acer,Nitro 16 ‎An16-41 2023 Gaming Laptop,114990,78.0,7Th Gen Amd Ryzen 7 7840Hs,"Octa Core, 16 Threads",8Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,1920,1200,Windows 11 Os,1
763,848,Acer,Aspire 5 2023 A515-58M Gaming Laptop,80000,69.32352941,13Th Gen Intel Core I7 1355U,"10 Cores (2P + 8E), 12 Threads",8Gb,Lpddr5,512Gb,Ssd,4Gb Nvidia Geforce Rtx2050,15.6,1920,1080,Windows 11 Os,1
764,849,Acer,Aspire 5 15 A515-58M Gaming Laptop,54990,60.0,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,512Gb,Ssd,4Gb Nvidia Geforce Rtx2050,15.6,1920,1080,Windows 11 Os,1
765,850,Lg,Gram 14 2023 ‎‎14Z90R-G.Ch54A2 Laptop,98999,67.0,13Th Gen Intel Core I5 1340P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1200,1920,Windows 11 Os,1
766,851,Dell,Latitude 5420 Business Laptop,69990,62.0,10Th Gen Intel Core I5 10310U,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,14.0,1920,1080,Windows 10  Os,1
767,852,Asus,Vivobook Pro 15 M6500Qc-Lk742Ws Laptop,76990,72.0,5Th Gen Amd Ryzen 7 5800H,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
